Sentence,Fear,Split
"I think it is likely that the JHU opinion (or whoever is doing it) will still require hormone/radiation for Mr. <PERSON> There is some issue of starting promptly, particularly with G9.",1,0
"So, I don't think they can always find hot nodes on scans, especially if they're deep.",1,0
All lymph nodes under my arm were removed.,1,0
Finally Nov of 2016 she goes in for surgery to reverse the colostomy bag.,1,0
My DCIS in both breasts were contained and the lymph nodes were clean.,1,0
"I have been concerned that getting a shot there would hurt, not sure I could do that.",1,0
I was very sad to hear this news.,1,0
My husband was recently diagnosed with stage III B Lung Cancer.,1,0
My left knee is bone on bone and does hurt all the time.,1,0
That scared us...I know what kind of doctor that is.,1,0
"Could someone be kind to explain, when you have mets to bone and brain can they shrink them away by having chemo,or do you need surgery?",1,0
It keeps me awake if I take it a bedtime.,1,0
Hoping your stomach is better and that you were feeling well enough for chemo.,1,0
"If you don't feel comfortable with talking to your <PERSON>, call your PC.",1,0
"The circulation to my left arm was cut off, and it turned purple with gray spots.",1,0
Vats is just to do a biospy more or less.,1,0
Is this normal or should I be worried that there is more going on?,1,0
My mother had 4 daughters though I do have 6 half brothers.,1,0
"Every time she goes for scans and it's time for those results, I get scared.",1,0
My periods took a holiday for about a years after chemo but then came back regular as clockwork.,1,0
It was cancer and they removed almost all of my left lung.,1,0
"Therefore, I underwent the same chemo treatments you are scheduled for but did not require the radiation due to the size of my tumor.",1,0
I sounds like we are both taking the same treatments for the SCLC.,1,0
My 70 year old Father had 2 rounds of cyberknife for masses in the left lung.,1,0
Most all of the cancer comes from my dad's side.,1,0
"I read the saying on this bookmark every time I need to, and my bookmark adds these words; Love, laugh, hope, dream, believe!",1,0
We are all still in disbelief and would really appreciate some positive stories and just let us know that there can be light at the end of this long road he is going to face... We are going to find out the final results on Thursday as the preliminary results were Stage 3B... we are praying that the doctors will come back with better results.,1,0
"When we reached the ER, doctors refused to give her blood thinners because an MRI scan in June showed her stage four lung cancer has progressed to brain mets.",1,0
I did the 3rd treatment and the neuropathy really got bad so the oncologist held off on giving me the final treatment of chemo and will do another pet scan on the 16th of this month.,1,0
i have talked to many other men who have taken lupron and they have gone thru some terrible side effects.,1,0
nurse said headaches were a side effect of avastin.,1,0
The staging is confusing and difficult to read.,1,0
"So glad you enjoyed a really uplifting day, dear J.Food for thought, eh?Kind regards, <PERSON>",1,0
my dad was diagnosed w/ lung cancer non small cell stage 4 in june 2007. the cancer metastized to the brain and adrenal glands.,1,0
"From what I was told, it might take a month for them to really start helping, so, give it some time.",1,0
"I am sure that this is scary, especially with the repeated discovery of ""new"" tumors.",1,0
My son's best friend who is 25 has been diagnosed with stage 4 lung cancer.,1,0
"If it has reached the bones, try taking ibuprofen with the narcotics.",1,0
im scared to go to sleep because he may stop breathing.,1,0
"Hi Janius, thanks for taking the time to read my board.I first had renal cell carcinoma (kidney cancer) which spread to my lungs then to my brain.I was also told I show small signs of bone cancer which is what my <PERSON> died from.My oldest sister died from breast cancer after 4 years.She was so strong and has been a rock of strength for me.I hope you are well.GOD BLESS",1,0
I spent one night in the hospital after my left breast mastectomy.,1,0
Nodules once identified should be checked by CT (xrays mean nothing) at least every six months until they have not changed for 3 years.,1,0
Dad will be meeting the Dr. on Saturday and I will keep you posted.,1,0
Its the kind of day where I cry every hour or so.,1,0
"the day i started my second course of chemo, when leaving the hospital i ran into two women at the elevator.",1,0
Resumed her 3 days of chemo last week.,1,0
He just received his 3rd chemo treatment (carbo/alimta) on Thursday.,1,0
He just started radiation to his lung this week.,1,0
The goal is to keep it from spreading.,1,0
We are bringing him home to pass away.,1,0
His was discovered because of facial and neck swelling because the tumor was pressing on his superior vena cava.,1,0
"So many of them didn’t know what hit them, so many did.",1,0
Had a bone scan today to see where else in my bones it has spread to.,1,0
In the case of cancer cells of course they missed the first set of messed up baby cells.,1,0
Yesterday her heart rate dropped very low twice.,1,0
Very nervous and scared it's in the lymph nodes.,1,0
The cancer was discovered by accident and I have no symtoms.,1,0
I watched my father in law die from lung cancer he suffocated..,1,0
"When my nodules were checked, the thoracic surgeon ran many different tests even though the cells were cancer.",1,0
"I’m going through a lot of life changes right now in addition to this (left my wife of 25 years, came out as gay, and have been having a lot of sex -safe only).Please help.",1,0
I very well may be facing my first bronchoscopy in the very near future.,1,0
Although they have said he could expect a 1 year life expectancy it does not appear it will be any where close to that long.,1,0
"It is a gamble, but just blindly having procedures is alot worse.",1,0
Now I'm on the treatment countdown just hoping my throat can hold out.,1,0
"If any one has an address or email, I would like to send condolences to her children.",1,0
"The underarm which had radiation has no hair on the top half of my underarm, but has hair on the lower half.",1,0
"If the flashbacks become bothersome, talk to your doctor about them.",1,0
"I am also very afraid but it won't help me to constantly think about it, its not going to change anything.",1,0
"Hope your last chemo ""recovery"" is easy on you.",1,0
The surgeon said surgery is not an option because of the fluid.,1,0
"It was discovered after a motorcycle accident where I collided with the rear of a truck, totaling my bike.",1,0
My mother is only 61 and way too young to die.,1,0
Taxol caused muscle and joint aches for me.,1,0
She is getting very anxius and depressed right now.,1,0
the rads are for cancer cells left in bc area.,1,0
"It is a natural psychological reaction to losing your breasts, but the sex drive does return.",1,0
"Yes, it can be overwhelming, it IS overwhelming, especially when it seems that it never ends.",1,0
I was diagnosis in July due to a pleural effusion of the left lung.,1,0
"Hello <PERSON>.....I am concerned with your situation...it is very good news that the tumor did shrink from 9.6cm to 4.2cm.My question is, why was surgery not considered first.I have to ask..do you have mediastinal lymphnode involvement,and where is your tumor located.I thought if you are stage 3b, with lymph node involvment,surgery is not an option.Please clarify for me...I am sorry to hear of your peripheral neuropathy problems.",1,0
