Sentence,Joy,Split
I'm near <PERSON> cause chocolate and margaritas go well together and I've got the brownies.marge,1,0
"Late in congratulating you, and, am so happy for you!",1,0
"I am sending you a big cyber hug, and, I hope that you somehow can feel it.",1,0
 Happy to hear that the AS path that you have choosen has been successful to date.,1,0
I raise my glass of wine to the survivors too and to you Moopy!Cheers  ( hiccup ),1,0
It can get very overwhelming at Christmas time.,1,0
"It's not statistically likely that it is cancer, so we are hoping (?",1,0
I see nothing that another pathologist could say that would change the course of your future options.,1,0
I consider myself one of the lucky ones as I did not get very sick at all.,1,0
"Isn't it great!Keep taking care of your skin.And, celebrate big!So happy for you!Noel ☺",1,0
Thanks for popping back in and sharing~ WOOT WOOT!,1,0
Not only got the Flu Shot several weeks ago....but got the SPECIAL ONE FOR THE OVER 75 CROWD **  :) Good Reminder ***  Thanks,1,0
"I'm celebrating a little victory today as I just had my 6th chemo, halfway thru my treatment.",1,0
Happy Birthday Zhentup and Happy Birthday to your daughter too <PERSON>!,1,0
Your other half sounds like a wonderful man.,1,0
<PERSON> to hear your procedure went well and you are doing good.,1,0
Its amazing to see how many caring people there are and how supportive they all were.,1,0
I love the picture of you and <PERSON>.,1,0
I am now at 170 - ha ha,1,0
Hope all is well and getting better everyday.,1,0
It's good to share during a time like this.,1,0
Great news that the pathology report said T2C which means it did not escape and from what you wrote it appears that the .05 was how close the margin to becoming a positive reading but you are negative……but the scary thing is that your biopsy was a T1 and unless you get surgery you never know what you really have…like me I was a clinical T2B and my pathology said T3B…big difference…This is opne of the reasons I had surgery just to know what I was really dealing with...Please post the actual report highlights when you get them...In any event you have much to be thankful for…enjoy the day,1,0
"!Didnt have to shave once, and the legs were smooooooooooooth.",1,0
It is wonderful that the nodes were clear.,1,0
all blood work was good.,1,0
"Kathi, that sound so exciting.",1,0
Thank you so much you are a dear heart!,1,0
These chalanges are more than a man can take sometimes.,1,0
"<PERSON> you have more energy and I agree, a steak dinner will help you even more.",1,0
My techs and my rads oncologist were great!,1,0
"Hi, I am an 8 year lung cancer survivor sclc.",1,0
Congratulations on your first child!,1,0
"1 hour after my echo,  I am scheduled for port.",1,0
Always nice to hear great news on this board!!!!,1,0
Good luck on the radiation.,1,0
And you just look absolutely gorgeous my dear.,1,0
So go out there and enjoy your life.,1,0
"thanks, no matter what i do it comes out like this, dont know if it is a bad hair day or a good one
lol
tjhay",1,0
they seem to be working well enough for me to at least go out and talk about it.,1,0
"I have survived cancer and my wife survived stage 4 melanoma, diagnosed June 2009, four treatments of IL2 chemotherapy and CT, PET scans March 2010 showed her cancer free :)!!!",1,0
"Congrats on all clear!Hugs, Jan",1,0
"that was wonderful, and your comments were even better.",1,0
He is currently receiving chemo every 21 days.,1,0
"I have 2 dogs, 2 cats, a fish and a hamster, and I provide them with the very best care.",1,0
The more you cough the more you are short of breath which is the worst feeling in the world.,1,0
Hi everybody my wife was diagnosed in Oct with 3-A NSC in her right lung.She finished the six weeks of chemo & Radiation.We just got the results from the CT scan the Tumor in her right lung has shrunk 50% (YEAH!,1,0
"Thank you all, again, for your kind input.Peace ...Mary",1,0
"It's a day early, wishing you both a great day.",1,0
You are an inspiration to say the least and I know you know that we are ALWAYS here for YOU!,1,0
I can do 27mins now and can't wait for this year's race this Sept. Chemo and radiation are a distant memory.,1,0
I hope I can find that for you.,1,0
"I had every Scan I knew existed including the OSTREOSCAN, and all of them show everything clean.",1,0
A very special Happy Birthday wish for YOU!!,1,0
As of right now he has a very low pain level thank god.,1,0
"What a journey...dance, dance, dance!!!!!!!!!!!!",1,0
"Hopefully your post will help get the word out about this website.I love FB, several of the people I've met on the Head and Neck forum and I have become friends on FB, it gives us another way to stay connected with each other.Thanks again <PERSON>, your posts are always helpful.",1,0
I had a great experience.,1,0
"Hello guys, i am a chinese in the capital of china-Beijing.I am so excited i want to",1,0
I had 27 lymph nodes removed from my left under arm.,1,0
I'll bring the cafe au lait and beignets!!!,1,0
"So glad for you that you can see the end of the treatment...maybe some semblance of normalcy will be coming your way.Hugs to you
LInda T",1,0
I wish you and your friend the best.,1,0
How wonderful for you to have that nice guy NED in your life.,1,0
I am glad you can feel the love and connection we have here.,1,0
I finished my chemo for breast cancer the last day in August.,1,0
love to hear this kind of news congratualtions!,1,0
And thank you all for your prayers and for coming with me.,1,0
Just know that we are here for you and praying.,1,0
"Hi Ernrol, thanks for your reply... your a amazing inspiration... Its a bit difficult in some ways being here in Canada however we can get access to most any Health food item there is out there.",1,0
"My husband and son have been through so much with my illness that I didn't want to scare them with my worries, so I sure appreciate all of you lending an ear.",1,0
Yell it from the roof tops!,1,0
Had my visit to the cardiologist and my heart is perfect.,1,0
The IV antibiotics can do wonders and tend to work really quickly.,1,0
"  Way to go girl --We'll be dancing in the streets tonight -- Apple, Peaches, Pumpkin Pie who's not ready holler I, lets all play hide and seek....This is great news :)  time to celebrate with some cranberry juice.",1,0
<PERSON> to hear you had a weekend getaway.,1,0
I have read the trials in Europe and the results are amazing if you can trust them.,1,0
"I believed that I had studied it all and come to the only logical conclusion, but your comments, added to those previously posted, make me wonder if I am indeed rushing.",1,0
I find my pets helped with my recovery a lot.,1,0
Good luck with your rads!How many have you had so far?Diane,1,0
Perhaps I can catch ya all the next time!,1,0
Thanks for sharing such wonderful news with us.,1,0
<PERSON> that I missed the actual day but it's a BIRTHDAY WEEK!,1,0
"I had a checkup last week, and my PSA is sitting at .02, and all of my bloodwork results are within acceptable ranges.",1,0
"You just finished treatment and I love your attitude, <PERSON> bless you and keep you in peace...love alison",1,0
They will help him qualify for other trials where ever possible.,1,0
Thanks for your views on this.,1,0
I also have NSCL with brain mets I had whole brain radiation and am on tarceva 2 of my tumors are gone and the other one is 1/3 the size I was told I am stage 4 but feel great and going strong,1,0
New drugs are being used now with great results.,1,0
What a sweet and touching thing to do.,1,0
you know i will be anxiously awaiting news and hoping for only the best possible.,1,0
"15 months since end of chemo, almost one year since end of radiaton.",1,0
Any positive feedback would be wonderful and will stay in on touch here.,1,0
Very happy for you and the progress on ALL fronts!,1,0
Love it when a whole community embraces this cause.,1,0
"I did work throughout, at the office, and in my yard (my favorite place to be).",1,0
My hair came back curly but very nice.,1,0
<PERSON>...I am so glad that this worked out for both of you~ sweet sweet sweet!!,1,0
"Just goes to show how smart our ""family"" members really are.Hugs,
Georgia",1,0
My best regards to you on your 56th birthday....many more.,1,0
"<PERSON> your lab work is either good and improving, missgogo.",1,0
he says maybe the cancer is deciding to play nice for now.,1,0
I am a new member to this site as of today and think it's absolutely wonderful!,1,0
Wonderful to hear you are celebrating your 1st Cancerversary!,1,0
I'm sure you will make the right decision for you.,1,0
I tried to eat very well and took recommended vitamins.,1,0
Happy Birthday to you and Congrats on 6 years!,1,0
"I did that one time using the wire from a hanger...HA!I'd love to visit :)Blessing,
Sylvia",1,0
The day my brother passed away was a beautiful sunny spring day and I just told myself that it was because he was smiling down on all of us letting us know that he was finally at peace and happy again since his battle was finally over.,1,0
