Sentence,Sadness,Split
They think my anxiety comes mostly from post-traumatic-stress order (i've led an interesting life).,1,0
"My dad, 91 years old, has lung cancer spread to liver and lymph nodes around esophagus.",1,0
I found a peasize lump under my left nipple.,1,0
I was diagnosed with lung cancer just after Christmas.,1,0
She never let on how ill she was.,1,0
I think because we were gearing up to stand beside our sister through her new battle .....it wasn't supposed to end like this...so suddenly and unexpectedly.....I have cried all day...,1,0
Repeat PSA planned for November.,1,0
"more like an ultrasonic testing, than the vice grip of an actual mammo.I too endured Taxotere, carbo and herceptin chemo cocktail,  I did not need radation due to my double bi lateral mac'tmy on 1/12/10.",1,0
I've been away for awhile and when I saw your post I felt like I'd been punched in the stomach!,1,0
"She had this awful cough, and chest congestion that seemed to never dissappear.",1,0
My wife has lung cancer and is having a lot of trouble with the chemo.,1,0
"For those who haven't a clue, my <PERSON> was officially diagnosed on March 3, 2011 with Stage IV non small cell lung cancer with mets all along his aorta.",1,0
I can't imagine losing mine as I think my heart would break in half.,1,0
"I had surgery on my breast cancer is gone.I'am going on almost 2 years, and you know what I still don't know what certain things are.I just keep fighting, and live one day at a time.I get very mad sometimes.",1,0
I tried ambien but did not like the way I felt the next day.,1,0
It those people who live everyday thinking that tomorrow is promised to them I feel sorry for.,1,0
You're dad is gonna feel pretty bad with chemo and radiation.,1,0
"Had ER+ breast cancer: large tumor, 4 nodes.",1,0
I will pray the clinical trial comes through and starts to shrink those terrible tumors that causing you so much pain.,1,0
Have tumors in most of my torso bones & left lung.,1,0
"One should also pursue additional tests like; PAP, Testosterone, Bone densitometry, and UTI & Urine culture.",1,0
I'm sorry that you are feeling so afraid and alone right now.,1,0
"She was never in pain....and passed away holding my hand @ 10:20, Thursday September 23, 2010.So.....HOW DID WE GET HERE?<--------MY BEST FRIEND,MY ROCK,MY CONFIDANT,MY HERO - MY MOM!!!",1,0
He will be removing the lower lobe of my left lung and taking a few nearby lymph nodes for testing.,1,0
Do not expect much relief from hormone therapy and the side effects are very bad.,1,0
"let me just say i am tired of being sick, and sick of being tired, and sick and tired of being sick and tired.",1,0
These new finds now stages her cancer at stage 4.She began management chemo this week.,1,0
I am so sorry too.,1,0
He has been very sick on and off.,1,0
"my wife has sclc,she had cisplatin and another one for a first round,and we're on topotecan now.",1,0
I had a similar size tumor in my upper left lobe also a stage 1ish tumor.,1,0
Family can be so disappointing but dont let it get you down.,1,0
My therapist has worked wonders with the scar and the underlying tissues.,1,0
"I am having a second opinion on the biopsy but I do realize that many cancers are upgraded after removal.If Novalis or Cyberknife ""failed"" I suppose a backup plan would be cryo but I am pretty confident that in my case at least, the radiation will get it the first time around.",1,0
"for me, I have had trouble sleeping for the past 3-4 years due primarily to night sweats and possibly stress.",1,0
I am scheduled for another scoping.I am just settling in now to endure until this period of my life is over.,1,0
I also had leg pain about 2-3 days after the <PERSON> treatment.,1,0
My 77-year-old Father was recently diagnosed with invasive adenosquamous carcinoma of the lung.,1,0
Surgery is damaging guys important function to control micturation and hold urine where is supposed to be and erectile function which means continuation of QoL.,1,0
I did a final consult with a Radiation Oncologist at UNM Cancer today.,1,0
She will be missed by many in CSN!,1,0
I didn't eat during the chemo infusion.,1,0
For 48 hours the pain was true agony and the next 24 just agony.,1,0
It's hard for me to write this because it makes me feel like such a failure.,1,0
"I had a r breat mastectomy in Sept and finishing up my reconstruction - tissue expander (and expansions...), implant, a little addition to the left breast and now a lift and my nipple.",1,0
"I wish I knew so I could protect my son, but no one knows.",1,0
Sincerely sorry for the loss of your Dad.,1,0
i have lung cancer for 12 months and on my 2nd treatment.,1,0
"However, if after surgery you did not enter into remission (PSA<0.06 ng/ml) then TRT could be a problem.",1,0
"Even if you just need to vent we will be here to listen.Stay strong,
<PERSON>",1,0
I was treated for non small cell lung cancer.,1,0
I have trouble talking to people about the cancer.,1,0
I had a bi-lateral mastectomy with Trampflap reconstruction in 2001 at age 37.,1,0
"I wish there were some wonderful pearls of wisdom that I could give you at this time, but I am at a total loss.",1,0
I'm so scared because now he is having hip pain that goes all the way down his leg andback pain.,1,0
We let our bodies defences down and everything goes haywire.,1,0
"I finally decided that I am probably causing my own depression because I was spending most of my waking time wondering if these treatments are working, are the tumors shrinking or are they growing?",1,0
Mom has been being treated for small cell lung cancer.,1,0
"I was diagnosed at the end of August of this
year.",1,0
No insurance company can pay the benefits needed during times of distress as was seen after Katrina.,1,0
I kept mentioning pain on the lower left side.,1,0
i my mother-in-law has just been told she can lung cancer i dont know what to say or what to do where do i start on this journey when all i want to do is sit and cry there is so much i want to say and do for her im so lost is this feeling normal??,1,0
I think I was dealing with everything okay until I developed the devastating diagnosis of Osteonecrosis of the Jaw.,1,0
"Any advice on how to cope would be helpful, Im not eating, sleeping, functioning, I am going through the everyday motions, but have no idea how I am.",1,0
It seems he is becoming more and more confused.,1,0
"I also went through this with my husband, but from the diagnosis till he died it was only 2 months.",1,0
"If it's something you don't understand, then make them clarify it.",1,0
one day we think we are fine and the next day find that we have cancer.,1,0
It was absolutely beautiful...a moving testament to the wonderful life she lived and the legacy of strength and good humor she left us.,1,0
I kind of expected a problem since I have such problems with motion sickness.,1,0
The lab found atypical cells present which could have turned cancerous at any time.,1,0
"He just started chemo a few weeks ago, so I can't really offer any advice on whether <PERSON> could be causing his problems.",1,0
I am sorry to hear that you fell over the holiday weekend.,1,0
"I know this game, poor patients and their loved ones sit around looking scared out of their minds, body and souls ...",1,0
Just want you to know that I am sending prayers and hugs to you.,1,0
"<PERSON>,thank you for your comment, so hormone therapy is not going to make the pain go away then?",1,0
"I wanted to go to the hospital program, but my doctor wouldn't give me the referal.",1,0
my husband just went through 1.5 years of treatments and we thought he was in remission but it is back in his lungs dose anyone know anything about this,1,0
I hated chemo because you could not taste food and  everything smelled weird to me.,1,0
When I left the hospital after surgery - I was strapped down so tight I looked like a boy.,1,0
Mother in law just diagnosed with stage 4 non-small-cell lung cancer.,1,0
"My chemo was outpatient , three 9 hour days and then three weeks off and then continued again .",1,0
"Well <PERSON>, this is news none of us wants to hear.",1,0
I am sorry that you are having them.,1,0
I had a cough and that is how I found my cancer.,1,0
"I wish we could go back to the way we were before bc too, but, we can't.",1,0
This treatment has a curative intent while ADT will just control the tumor for hopefully many years from now.,1,0
I had left lower lobectomy done in Feb. 2013.,1,0
I am dealing with some odd post surgical pain and spasming.,1,0
I am  so sorry you are  going through all of this.,1,0
